# Detailed performance comparison of introsort::sort and std::slice::sort.
# I benchmark various "patterns" (methods of generating lists), modified 
# by varioues "variants" (ways of "shuffling" the generated list).
# These patterns and variant are parametrized by a parameters m.
#
# The patterns are
# * sawtooth: v[i] = i % m
# * rand: v[i] = random()
# * stagger: v[i] = (i*m + i) % size
# * plateau: v[i] = min(i, m)
# * shuffle: if random() / m == 0 { j+=2; j } else { k += 2; k }
#
# The variations are
# * ident: no change
# * reverse: reversed
# * reverse_front: first half reversed
# * reverse_back: second hald reversed
# * sort: sorted
# * dither: v[i] += i % 5
#
# The type of the elements sorted was i32.
# Listed below are values for throughput (elements / microsecond).
# Taking the geometric mean for introsort we get 93.8, compared to 37.0 for std.
#
# Both algorithms use insertion sort for small lists, so size = 10 only compares
# the repective insertion sort implementations.
# For larger values it can be seen that introsort is many times faster than std when
# the list has few unique elements or is (partially) sorted.

size     m        pattern   variant        introsort  std    introsort/std
1000000  64       sawtooth  reverse        71.5       15.2   4.70
1000000  64       sawtooth  reverse_front  70.1       16.9   4.15
1000000  64       sawtooth  reverse_back   68.5       17.0   4.03
1000000  64       sawtooth  sort           192.1      28.2   6.81
1000000  64       sawtooth  dither         60.2       18.9   3.18
1000000  64       rand      ident          13.2       14.7   0.90
1000000  64       rand      reverse        13.2       14.8   0.89
1000000  64       rand      reverse_front  13.2       14.7   0.89
1000000  64       rand      reverse_back   13.2       14.7   0.90
1000000  64       rand      sort           99.4       28.0   3.55
1000000  64       rand      dither         13.2       14.7   0.90
1000000  64       stagger   ident          22.3       22.5   0.99
1000000  64       stagger   reverse        22.8       17.2   1.33
1000000  64       stagger   reverse_front  22.7       19.7   1.15
1000000  64       stagger   reverse_back   22.3       19.7   1.13
1000000  64       stagger   sort           90.7       27.7   3.27
1000000  64       stagger   dither         22.8       22.5   1.01
1000000  64       plateau   ident          562.3      27.7   20.33
1000000  64       plateau   reverse        566.9      28.1   20.18
1000000  64       plateau   reverse_front  562.8      28.1   20.00
1000000  64       plateau   reverse_back   560.3      28.1   19.92
1000000  64       plateau   sort           550.7      27.8   19.79
1000000  64       plateau   dither         223.2      17.5   12.78
1000000  64       shuffle   ident          102.4      28.1   3.64
1000000  64       shuffle   reverse        90.5       20.4   4.43
1000000  64       shuffle   reverse_front  91.4       22.9   3.99
1000000  64       shuffle   reverse_back   90.0       23.2   3.88
1000000  64       shuffle   sort           102.4      28.3   3.62
1000000  64       shuffle   dither         96.6       28.1   3.44
1000000  128      sawtooth  ident          63.3       19.7   3.22
1000000  128      sawtooth  reverse        60.9       15.5   3.94
1000000  128      sawtooth  reverse_front  61.2       17.2   3.56
1000000  128      sawtooth  reverse_back   62.9       17.1   3.67
1000000  128      sawtooth  sort           173.6      28.2   6.15
1000000  128      sawtooth  dither         53.9       19.5   2.77
1000000  128      rand      ident          13.4       14.8   0.91
1000000  128      rand      reverse        13.5       14.8   0.91
1000000  128      rand      reverse_front  13.5       14.8   0.91
1000000  128      rand      reverse_back   13.5       14.6   0.92
1000000  128      rand      sort           101.2      27.1   3.73
1000000  128      rand      dither         13.5       14.7   0.92
1000000  128      stagger   ident          20.9       22.2   0.94
1000000  128      stagger   reverse        20.9       17.1   1.22
1000000  128      stagger   reverse_front  20.9       19.3   1.09
1000000  128      stagger   reverse_back   20.8       19.3   1.08
1000000  128      stagger   sort           99.9       28.2   3.54
1000000  128      stagger   dither         20.9       22.2   0.94
1000000  128      plateau   ident          546.1      28.1   19.40
1000000  128      plateau   reverse        539.3      27.6   19.55
1000000  128      plateau   reverse_front  541.0      27.6   19.58
1000000  128      plateau   reverse_back   518.1      28.1   18.43
1000000  128      plateau   sort           544.1      27.5   19.75
1000000  128      plateau   dither         218.1      17.1   12.73
1000000  128      shuffle   ident          102.6      26.9   3.81
1000000  128      shuffle   reverse        91.7       20.4   4.51
1000000  128      shuffle   reverse_front  90.8       23.1   3.93
1000000  128      shuffle   reverse_back   88.8       23.4   3.80
1000000  128      shuffle   sort           101.3      28.1   3.61
1000000  128      shuffle   dither         95.7       28.0   3.41
1000000  256      sawtooth  ident          57.6       20.1   2.87
1000000  256      sawtooth  reverse        57.6       15.6   3.69
1000000  256      sawtooth  reverse_front  58.5       17.5   3.34
1000000  256      sawtooth  reverse_back   55.9       17.3   3.23
1000000  256      sawtooth  sort           158.7      28.0   5.67
1000000  256      sawtooth  dither         50.0       19.8   2.52
1000000  256      rand      ident          13.4       14.7   0.91
1000000  256      rand      reverse        13.2       14.7   0.90
1000000  256      rand      reverse_front  13.3       14.7   0.90
1000000  256      rand      reverse_back   13.3       14.7   0.90
1000000  256      rand      sort           101.6      28.1   3.61
1000000  256      rand      dither         13.5       14.7   0.92
1000000  256      stagger   ident          19.6       21.6   0.91
1000000  256      stagger   reverse        19.6       16.6   1.18
1000000  256      stagger   reverse_front  19.6       18.8   1.04
1000000  256      stagger   reverse_back   19.7       18.9   1.04
1000000  256      stagger   sort           102.7      28.2   3.64
1000000  256      stagger   dither         19.9       21.7   0.92
1000000  256      plateau   ident          560.3      28.2   19.88
1000000  256      plateau   reverse        563.6      28.1   20.09
1000000  256      plateau   reverse_front  566.2      28.3   20.02
1000000  256      plateau   reverse_back   554.9      28.2   19.66
1000000  256      plateau   sort           548.1      28.1   19.47
1000000  256      plateau   dither         227.1      17.5   12.94
1000000  256      shuffle   ident          103.2      27.9   3.70
1000000  256      shuffle   reverse        91.1       20.3   4.50
1000000  256      shuffle   reverse_front  92.0       22.9   4.02
1000000  256      shuffle   reverse_back   90.4       22.9   3.95
1000000  256      shuffle   sort           100.2      28.1   3.56
1000000  256      shuffle   dither         96.8       28.0   3.46
1000000  512      sawtooth  ident          53.9       20.6   2.62
1000000  512      sawtooth  reverse        53.2       15.9   3.35
1000000  512      sawtooth  reverse_front  52.0       18.0   2.88
1000000  512      sawtooth  reverse_back   53.0       17.9   2.96
1000000  512      sawtooth  sort           146.2      28.3   5.17
1000000  512      sawtooth  dither         47.4       20.4   2.32
1000000  512      rand      ident          13.5       14.7   0.92
1000000  512      rand      reverse        13.3       14.7   0.90
1000000  512      rand      reverse_front  13.4       14.7   0.91
1000000  512      rand      reverse_back   13.5       14.7   0.91
1000000  512      rand      sort           100.9      28.2   3.58
1000000  512      rand      dither         13.5       14.8   0.92
1000000  512      stagger   ident          18.9       21.0   0.90
1000000  512      stagger   reverse        18.6       16.4   1.13
1000000  512      stagger   reverse_front  18.4       18.5   1.00
1000000  512      stagger   reverse_back   18.7       18.4   1.01
1000000  512      stagger   sort           103.0      28.0   3.68
1000000  512      stagger   dither         18.9       21.0   0.90
1000000  512      plateau   ident          561.5      28.1   19.99
1000000  512      plateau   reverse        508.9      28.3   18.00
1000000  512      plateau   reverse_front  562.9      28.2   19.97
1000000  512      plateau   reverse_back   560.4      28.1   19.97
1000000  512      plateau   sort           535.9      28.1   19.07
1000000  512      plateau   dither         223.2      17.5   12.74
1000000  512      shuffle   ident          100.2      28.1   3.57
1000000  512      shuffle   reverse        89.7       20.5   4.37
1000000  512      shuffle   reverse_front  90.9       23.1   3.94
1000000  512      shuffle   reverse_back   87.4       23.3   3.75
1000000  512      shuffle   sort           99.6       28.2   3.53
1000000  512      shuffle   dither         94.8       27.9   3.39
1000000  1024     sawtooth  ident          50.0       21.2   2.36
1000000  1024     sawtooth  reverse        50.4       16.3   3.08
1000000  1024     sawtooth  reverse_front  50.4       18.4   2.74
1000000  1024     sawtooth  reverse_back   50.5       18.3   2.77
1000000  1024     sawtooth  sort           130.7      28.2   4.64
1000000  1024     sawtooth  dither         44.3       21.1   2.10
1000000  1024     rand      ident          13.5       14.7   0.92
1000000  1024     rand      reverse        13.5       14.8   0.92
1000000  1024     rand      reverse_front  13.6       14.7   0.92
1000000  1024     rand      reverse_back   13.4       14.7   0.92
1000000  1024     rand      sort           103.8      27.8   3.73
1000000  1024     rand      dither         13.6       14.5   0.94
1000000  1024     stagger   ident          23.4       20.0   1.17
1000000  1024     stagger   reverse        23.4       16.0   1.46
1000000  1024     stagger   reverse_front  23.1       17.8   1.30
1000000  1024     stagger   reverse_back   23.1       17.9   1.29
1000000  1024     stagger   sort           89.1       27.3   3.26
1000000  1024     stagger   dither         23.3       18.9   1.23
1000000  1024     plateau   ident          559.1      25.8   21.63
1000000  1024     plateau   reverse        559.6      27.6   20.30
1000000  1024     plateau   reverse_front  568.0      27.0   21.01
1000000  1024     plateau   reverse_back   558.2      27.6   20.19
1000000  1024     plateau   sort           542.6      27.6   19.66
1000000  1024     plateau   dither         205.0      17.4   11.77
1000000  1024     shuffle   ident          97.3       28.2   3.45
1000000  1024     shuffle   reverse        90.6       20.6   4.40
1000000  1024     shuffle   reverse_front  90.2       22.7   3.97
1000000  1024     shuffle   reverse_back   87.3       22.8   3.83
1000000  1024     shuffle   sort           101.7      28.2   3.61
1000000  1024     shuffle   dither         95.4       27.8   3.43
1000000  2048     sawtooth  ident          47.5       21.8   2.18
1000000  2048     sawtooth  reverse        47.5       16.5   2.88
1000000  2048     sawtooth  reverse_front  47.6       18.8   2.54
1000000  2048     sawtooth  reverse_back   47.2       18.6   2.54
1000000  2048     sawtooth  sort           123.7      27.9   4.43
1000000  2048     sawtooth  dither         41.4       21.3   1.94
1000000  2048     rand      ident          13.5       14.7   0.92
1000000  2048     rand      reverse        13.2       14.7   0.89
1000000  2048     rand      reverse_front  13.3       14.5   0.92
1000000  2048     rand      reverse_back   13.5       14.5   0.93
1000000  2048     rand      sort           101.6      27.3   3.72
1000000  2048     rand      dither         13.5       14.0   0.96
1000000  2048     stagger   ident          17.3       19.1   0.91
1000000  2048     stagger   reverse        17.3       15.1   1.15
1000000  2048     stagger   reverse_front  16.9       16.4   1.03
1000000  2048     stagger   reverse_back   17.0       16.8   1.01
1000000  2048     stagger   sort           102.0      26.4   3.86
1000000  2048     stagger   dither         17.6       18.5   0.95
1000000  2048     plateau   ident          553.8      26.0   21.28
1000000  2048     plateau   reverse        567.0      26.4   21.49
1000000  2048     plateau   reverse_front  566.8      24.2   23.42
1000000  2048     plateau   reverse_back   556.4      24.9   22.39
1000000  2048     plateau   sort           523.3      24.0   21.79
1000000  2048     plateau   dither         213.9      16.1   13.26
1000000  2048     shuffle   ident          94.8       25.1   3.77
1000000  2048     shuffle   reverse        90.8       18.2   4.98
1000000  2048     shuffle   reverse_front  90.9       21.1   4.30
1000000  2048     shuffle   reverse_back   82.7       20.2   4.09
1000000  2048     shuffle   sort           102.2      24.8   4.13
1000000  2048     shuffle   dither         90.4       24.9   3.63
1000000  4096     sawtooth  ident          45.0       20.3   2.22
1000000  4096     sawtooth  reverse        45.1       15.4   2.93
1000000  4096     sawtooth  reverse_front  43.9       17.9   2.45
1000000  4096     sawtooth  reverse_back   44.0       17.6   2.50
1000000  4096     sawtooth  sort           114.0      24.1   4.73
1000000  4096     sawtooth  dither         40.0       20.2   1.99
1000000  4096     rand      ident          13.4       13.8   0.97
1000000  4096     rand      reverse        13.5       13.9   0.97
1000000  4096     rand      reverse_front  13.4       13.6   0.98
1000000  4096     rand      reverse_back   13.6       13.8   0.98
1000000  4096     rand      sort           101.4      24.8   4.08
1000000  4096     rand      dither         13.5       13.6   1.00
1000000  4096     stagger   ident          17.1       17.9   0.96
1000000  4096     stagger   reverse        17.2       14.9   1.15
1000000  4096     stagger   reverse_front  17.1       16.3   1.05
1000000  4096     stagger   reverse_back   17.1       16.3   1.05
1000000  4096     stagger   sort           102.5      24.9   4.11
1000000  4096     stagger   dither         17.2       18.4   0.94
1000000  4096     plateau   ident          537.8      24.9   21.57
1000000  4096     plateau   reverse        542.7      25.4   21.34
1000000  4096     plateau   reverse_front  547.5      24.8   22.04
1000000  4096     plateau   reverse_back   529.7      25.5   20.77
1000000  4096     plateau   sort           512.3      25.1   20.42
1000000  4096     plateau   dither         215.1      15.9   13.54
1000000  4096     shuffle   ident          92.6       25.3   3.66
1000000  4096     shuffle   reverse        85.7       18.7   4.57
1000000  4096     shuffle   reverse_front  87.9       21.4   4.11
1000000  4096     shuffle   reverse_back   79.3       21.9   3.63
1000000  4096     shuffle   sort           100.7      25.8   3.90
1000000  4096     shuffle   dither         83.1       25.6   3.24
1000000  8192     sawtooth  ident          41.2       21.3   1.94
1000000  8192     sawtooth  reverse        41.3       16.1   2.56
1000000  8192     sawtooth  reverse_front  40.7       18.5   2.20
1000000  8192     sawtooth  reverse_back   40.1       18.4   2.17
1000000  8192     sawtooth  sort           101.4      25.7   3.95
1000000  8192     sawtooth  dither         37.5       20.9   1.79
1000000  8192     rand      ident          13.2       14.0   0.94
1000000  8192     rand      reverse        13.4       14.1   0.95
1000000  8192     rand      reverse_front  13.5       14.1   0.96
1000000  8192     rand      reverse_back   13.5       13.9   0.97
1000000  8192     rand      sort           98.7       25.4   3.88
1000000  8192     rand      dither         13.3       13.8   0.96
1000000  8192     stagger   ident          16.3       17.9   0.91
1000000  8192     stagger   reverse        16.2       14.7   1.10
1000000  8192     stagger   reverse_front  16.1       16.1   1.00
1000000  8192     stagger   reverse_back   16.3       16.1   1.01
1000000  8192     stagger   sort           99.6       25.8   3.86
1000000  8192     stagger   dither         16.3       18.1   0.90
1000000  8192     plateau   ident          520.2      25.3   20.53
1000000  8192     plateau   reverse        534.9      25.3   21.12
1000000  8192     plateau   reverse_front  532.6      25.1   21.22
1000000  8192     plateau   reverse_back   512.2      25.5   20.10
1000000  8192     plateau   sort           494.0      25.6   19.33
1000000  8192     plateau   dither         216.0      16.5   13.07
1000000  8192     shuffle   ident          81.9       24.9   3.29
1000000  8192     shuffle   reverse        81.1       18.9   4.28
1000000  8192     shuffle   reverse_front  81.2       21.0   3.86
1000000  8192     shuffle   reverse_back   71.1       21.5   3.31
1000000  8192     shuffle   sort           100.9      26.2   3.85
1000000  8192     shuffle   dither         70.6       24.9   2.84
1000000  16384    sawtooth  ident          38.5       22.0   1.75
1000000  16384    sawtooth  reverse        38.8       16.3   2.38
1000000  16384    sawtooth  reverse_front  38.3       18.8   2.04
1000000  16384    sawtooth  reverse_back   38.3       18.9   2.03
1000000  16384    sawtooth  sort           93.8       25.2   3.72
1000000  16384    sawtooth  dither         35.3       21.5   1.64
1000000  16384    rand      ident          13.4       14.0   0.96
1000000  16384    rand      reverse        13.4       13.9   0.96
1000000  16384    rand      reverse_front  13.4       14.1   0.95
1000000  16384    rand      reverse_back   13.3       14.0   0.95
1000000  16384    rand      sort           101.1      25.4   3.98
1000000  16384    rand      dither         13.4       14.0   0.96
1000000  16384    stagger   ident          15.7       17.5   0.90
1000000  16384    stagger   reverse        15.9       14.6   1.09
1000000  16384    stagger   reverse_front  15.7       15.9   0.99
1000000  16384    stagger   reverse_back   15.7       15.9   0.99
1000000  16384    stagger   sort           100.9      25.8   3.91
1000000  16384    stagger   dither         15.5       17.5   0.89
1000000  16384    plateau   ident          475.7      25.1   18.97
1000000  16384    plateau   reverse        514.0      24.7   20.81
1000000  16384    plateau   reverse_front  474.8      25.6   18.57
1000000  16384    plateau   reverse_back   470.2      25.2   18.65
1000000  16384    plateau   sort           463.2      25.3   18.32
1000000  16384    plateau   dither         192.8      16.5   11.71
1000000  16384    shuffle   ident          67.6       25.4   2.66
1000000  16384    shuffle   reverse        74.5       18.9   3.95
1000000  16384    shuffle   reverse_front  77.3       21.0   3.67
1000000  16384    shuffle   reverse_back   66.0       21.3   3.09
1000000  16384    shuffle   sort           98.2       25.3   3.88
1000000  16384    shuffle   dither         65.5       25.8   2.54
1000000  32768    sawtooth  ident          34.7       22.8   1.52
1000000  32768    sawtooth  reverse        35.8       16.7   2.14
1000000  32768    sawtooth  reverse_front  36.3       19.1   1.90
1000000  32768    sawtooth  reverse_back   35.3       19.1   1.85
1000000  32768    sawtooth  sort           87.7       25.6   3.43
1000000  32768    sawtooth  dither         32.9       22.0   1.50
1000000  32768    rand      ident          13.3       13.9   0.96
1000000  32768    rand      reverse        13.2       14.0   0.94
1000000  32768    rand      reverse_front  13.2       14.0   0.95
1000000  32768    rand      reverse_back   13.2       14.0   0.95
1000000  32768    rand      sort           99.9       25.7   3.89
1000000  32768    rand      dither         13.4       13.9   0.96
1000000  32768    stagger   ident          15.1       16.5   0.92
1000000  32768    stagger   reverse        15.0       14.9   1.01
1000000  32768    stagger   reverse_front  15.1       15.7   0.96
1000000  32768    stagger   reverse_back   14.9       15.6   0.96
1000000  32768    stagger   sort           96.7       25.7   3.77
1000000  32768    stagger   dither         15.4       16.5   0.93
1000000  32768    plateau   ident          456.0      25.8   17.65
1000000  32768    plateau   reverse        477.9      25.3   18.92
1000000  32768    plateau   reverse_front  468.7      25.4   18.43
1000000  32768    plateau   reverse_back   449.2      26.1   17.21
1000000  32768    plateau   sort           439.9      25.4   17.31
1000000  32768    plateau   dither         193.0      16.5   11.71
1000000  32768    shuffle   ident          59.2       25.5   2.32
1000000  32768    shuffle   reverse        70.3       18.7   3.75
1000000  32768    shuffle   reverse_front  71.9       21.2   3.38
1000000  32768    shuffle   reverse_back   58.5       21.0   2.79
1000000  32768    shuffle   sort           99.7       25.5   3.91
1000000  32768    shuffle   dither         54.7       25.5   2.14
1000000  65536    sawtooth  ident          31.5       23.1   1.36
1000000  65536    sawtooth  reverse        31.3       17.2   1.83
1000000  65536    sawtooth  reverse_front  31.7       19.7   1.61
1000000  65536    sawtooth  reverse_back   31.9       19.2   1.66
1000000  65536    sawtooth  sort           87.2       25.3   3.45
1000000  65536    sawtooth  dither         29.8       22.3   1.34
1000000  65536    rand      ident          13.4       14.0   0.96
1000000  65536    rand      reverse        13.4       14.0   0.96
1000000  65536    rand      reverse_front  13.4       14.0   0.96
1000000  65536    rand      reverse_back   13.3       13.9   0.95
1000000  65536    rand      sort           101.2      25.9   3.91
1000000  65536    rand      dither         13.5       13.9   0.97
1000000  65536    stagger   ident          14.8       15.6   0.95
1000000  65536    stagger   reverse        15.0       14.9   1.01
1000000  65536    stagger   reverse_front  15.0       15.2   0.98
1000000  65536    stagger   reverse_back   15.0       15.3   0.98
1000000  65536    stagger   sort           102.8      25.5   4.03
1000000  65536    stagger   dither         15.1       15.6   0.97
1000000  65536    plateau   ident          396.4      25.5   15.54
1000000  65536    plateau   reverse        424.2      25.1   16.91
1000000  65536    plateau   reverse_front  407.1      25.3   16.10
1000000  65536    plateau   reverse_back   396.1      25.9   15.31
1000000  65536    plateau   sort           382.9      25.5   15.01
1000000  65536    plateau   dither         191.2      16.9   11.31
1000000  65536    shuffle   ident          53.6       25.2   2.12
1000000  65536    shuffle   reverse        66.1       18.8   3.51
1000000  65536    shuffle   reverse_front  65.1       21.1   3.08
1000000  65536    shuffle   reverse_back   55.4       21.2   2.62
1000000  65536    shuffle   sort           102.7      25.3   4.05
1000000  65536    shuffle   dither         48.5       25.2   1.92
1000000  131072   sawtooth  ident          29.8       23.6   1.26
1000000  131072   sawtooth  reverse        29.7       17.5   1.70
1000000  131072   sawtooth  reverse_front  29.6       20.1   1.47
1000000  131072   sawtooth  reverse_back   29.8       19.9   1.50
1000000  131072   sawtooth  sort           89.2       25.3   3.52
1000000  131072   sawtooth  dither         27.5       23.1   1.19
1000000  131072   rand      ident          13.4       13.9   0.97
1000000  131072   rand      reverse        13.5       14.0   0.96
1000000  131072   rand      reverse_front  13.4       13.9   0.97
1000000  131072   rand      reverse_back   13.5       14.0   0.96
1000000  131072   rand      sort           99.5       25.5   3.91
1000000  131072   rand      dither         13.5       14.1   0.96
1000000  131072   stagger   ident          14.9       15.4   0.97
1000000  131072   stagger   reverse        14.7       14.9   0.99
1000000  131072   stagger   reverse_front  15.0       15.2   0.99
1000000  131072   stagger   reverse_back   14.6       15.2   0.96
1000000  131072   stagger   sort           93.1       25.6   3.63
1000000  131072   stagger   dither         15.0       15.3   0.98
1000000  131072   plateau   ident          301.8      25.3   11.93
1000000  131072   plateau   reverse        336.4      24.2   13.92
1000000  131072   plateau   reverse_front  312.4      23.8   13.13
1000000  131072   plateau   reverse_back   301.2      25.8   11.67
1000000  131072   plateau   sort           297.0      25.7   11.54
1000000  131072   plateau   dither         160.2      17.3   9.25
1000000  131072   shuffle   ident          49.9       25.3   1.98
1000000  131072   shuffle   reverse        66.2       18.8   3.52
1000000  131072   shuffle   reverse_front  60.0       21.1   2.84
1000000  131072   shuffle   reverse_back   54.2       21.1   2.57
1000000  131072   shuffle   sort           102.5      25.4   4.04
1000000  131072   shuffle   dither         46.4       24.8   1.87
1000000  262144   sawtooth  ident          31.3       24.5   1.28
1000000  262144   sawtooth  reverse        30.7       17.8   1.73
1000000  262144   sawtooth  reverse_front  30.5       20.6   1.48
1000000  262144   sawtooth  reverse_back   30.1       20.7   1.45
1000000  262144   sawtooth  sort           88.7       25.3   3.51
1000000  262144   sawtooth  dither         29.0       23.9   1.21
1000000  262144   rand      ident          13.6       14.0   0.97
1000000  262144   rand      reverse        13.6       13.9   0.97
1000000  262144   rand      reverse_front  13.5       14.1   0.96
1000000  262144   rand      reverse_back   13.5       14.0   0.97
1000000  262144   rand      sort           103.5      25.5   4.06
1000000  262144   rand      dither         13.5       14.0   0.96
1000000  262144   stagger   ident          14.9       15.5   0.96
1000000  262144   stagger   reverse        14.6       15.0   0.97
1000000  262144   stagger   reverse_front  14.9       15.2   0.98
1000000  262144   stagger   reverse_back   15.0       15.2   0.98
1000000  262144   stagger   sort           98.1       25.7   3.82
1000000  262144   stagger   dither         15.0       15.2   0.98
1000000  262144   plateau   ident          201.8      25.4   7.95
1000000  262144   plateau   reverse        229.5      22.9   10.01
1000000  262144   plateau   reverse_front  215.2      22.8   9.43
1000000  262144   plateau   reverse_back   203.0      25.1   8.07
1000000  262144   plateau   sort           200.9      25.6   7.86
1000000  262144   plateau   dither         158.4      18.3   8.67
1000000  262144   shuffle   ident          48.7       25.7   1.90
1000000  262144   shuffle   reverse        64.8       18.9   3.43
1000000  262144   shuffle   reverse_front  57.0       21.0   2.72
1000000  262144   shuffle   reverse_back   53.5       21.2   2.52
1000000  262144   shuffle   sort           101.9      25.2   4.04
1000000  262144   shuffle   dither         44.1       25.2   1.75
1000000  524288   sawtooth  ident          38.1       24.4   1.56
1000000  524288   sawtooth  reverse        37.6       18.1   2.08
1000000  524288   sawtooth  reverse_front  38.0       20.5   1.85
1000000  524288   sawtooth  reverse_back   38.1       20.8   1.83
1000000  524288   sawtooth  sort           99.1       26.2   3.79
1000000  524288   sawtooth  dither         34.2       24.2   1.41
1000000  524288   rand      ident          13.3       14.0   0.95
1000000  524288   rand      reverse        13.4       14.0   0.96
1000000  524288   rand      reverse_front  13.2       14.0   0.95
1000000  524288   rand      reverse_back   13.3       14.0   0.95
1000000  524288   rand      sort           101.3      25.6   3.95
1000000  524288   rand      dither         13.5       13.9   0.97
1000000  524288   stagger   ident          14.6       15.7   0.93
1000000  524288   stagger   reverse        14.8       15.1   0.98
1000000  524288   stagger   reverse_front  14.9       15.2   0.98
1000000  524288   stagger   reverse_back   14.5       15.4   0.94
1000000  524288   stagger   sort           102.2      25.5   4.01
1000000  524288   stagger   dither         14.7       15.6   0.94
1000000  524288   plateau   ident          149.2      25.3   5.91
1000000  524288   plateau   reverse        125.5      21.9   5.73
1000000  524288   plateau   reverse_front  137.0      21.0   6.53
1000000  524288   plateau   reverse_back   113.4      25.7   4.42
1000000  524288   plateau   sort           147.5      27.0   5.47
1000000  524288   plateau   dither         116.0      21.2   5.46
1000000  524288   shuffle   ident          49.8       26.9   1.86
1000000  524288   shuffle   reverse        66.5       19.4   3.43
1000000  524288   shuffle   reverse_front  55.8       21.7   2.57
1000000  524288   shuffle   reverse_back   54.4       21.9   2.48
1000000  524288   shuffle   sort           101.4      26.7   3.80
1000000  524288   shuffle   dither         45.5       26.9   1.69
1000000  1048576  sawtooth  ident          102.6      27.5   3.74
1000000  1048576  sawtooth  reverse        90.2       19.5   4.62
1000000  1048576  sawtooth  reverse_front  91.1       23.0   3.96
1000000  1048576  sawtooth  reverse_back   90.2       23.1   3.91
1000000  1048576  sawtooth  sort           101.0      27.5   3.68
1000000  1048576  sawtooth  dither         83.5       26.6   3.14
1000000  1048576  rand      ident          13.4       14.4   0.93
1000000  1048576  rand      reverse        13.5       14.5   0.93
1000000  1048576  rand      reverse_front  13.4       14.5   0.92
1000000  1048576  rand      reverse_back   13.3       14.5   0.92
1000000  1048576  rand      sort           101.4      28.1   3.60
1000000  1048576  rand      dither         13.3       14.5   0.92
1000000  1048576  stagger   ident          14.4       16.9   0.85
1000000  1048576  stagger   reverse        14.7       15.6   0.95
1000000  1048576  stagger   reverse_front  14.9       16.1   0.93
1000000  1048576  stagger   reverse_back   14.9       16.3   0.92
1000000  1048576  stagger   sort           95.8       27.4   3.49
1000000  1048576  stagger   dither         14.4       16.7   0.86
1000000  1048576  plateau   ident          101.0      28.1   3.59
1000000  1048576  plateau   reverse        89.1       20.3   4.38
1000000  1048576  plateau   reverse_front  91.1       23.0   3.95
1000000  1048576  plateau   reverse_back   90.1       23.1   3.91
1000000  1048576  plateau   sort           102.4      26.6   3.84
1000000  1048576  plateau   dither         84.4       26.8   3.15
1000000  1048576  shuffle   ident          51.5       28.0   1.84
1000000  1048576  shuffle   reverse        67.0       20.4   3.29
1000000  1048576  shuffle   reverse_front  55.2       22.9   2.41
1000000  1048576  shuffle   reverse_back   56.2       22.7   2.47
1000000  1048576  shuffle   sort           99.5       27.6   3.60
1000000  1048576  shuffle   dither         47.3       27.8   1.70
